Simulation Total Time;22973052
Total Number of Sensed Events by the WSN;259878
Number of Sensed Events by the WSN per Day
1;40558
2;40551
3;40620
4;40662
5;40540
6;20212
7;11913
8;11858
9;11295
10;1669
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16624;23343;71160;23343;23343;0;6719;810763,337664
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19229;25950;73348;25951;25950;0;6722;815250,80413
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14730;21451;90129;21451;21451;1;6721;458774,065546
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14652;21372;85660;21372;21372;1;6720;460938,67418
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14755;21475;85843;21475;21475;1;6720;457979,04898
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14741;21461;85809;21461;21461;1;6720;462045,287594
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14738;21279;85670;21458;21279;0;6720;462154,351126
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;15111;21733;86508;21831;21733;0;6720;487726,534446
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14699;21419;85869;21419;21419;1;6720;470569,549549
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14579;21301;72858;21301;21301;0;6722;455423,276282
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13598;20216;61768;20320;20216;1;6722;867263,085573
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15026;21637;61600;21753;21637;0;6727;820514,327849
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11497;18222;76496;18222;18222;1;6725;459093,06652
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11449;18174;72304;18174;18174;0;6725;449463,486793
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11589;18313;72968;18313;18313;1;6724;457396,431696
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11506;18230;73119;18230;18230;1;6724;461955,455217
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11570;18246;73336;18294;18246;0;6724;487970,082952
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11971;18622;73669;18695;18622;0;6724;514002,266602
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11406;18130;73141;18130;18130;1;6724;465156,857348
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11315;18040;62078;18041;18040;0;6726;455050,77163
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10397;17124;52259;17124;17124;0;6727;807470,452633
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10816;17427;50015;17548;17427;0;6732;835307,637009
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8389;15118;62644;15118;15118;1;6729;459308,214636
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8282;14907;60216;15010;14907;1;6728;472166,969679
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8361;15089;60238;15089;15089;0;6728;457364,912856
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8322;15051;60145;15051;15051;0;6729;461205,089642
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8295;15023;60552;15023;15023;1;6728;466913,582545
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8686;15414;60890;15414;15414;0;6728;521419,431433
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8258;14986;60281;14986;14986;1;6728;457321,263336
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8166;14791;51475;14896;14791;0;6730;458537,748066
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7406;14032;42867;14137;14032;0;6731;814300,519069
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6544;13144;38324;13281;13144;0;6737;867132,617487
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5130;11864;43237;11864;11864;0;6734;458656,512458
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5102;11835;47320;11835;11835;1;6733;456434,579161
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5131;11864;47414;11864;11864;1;6733;456235,116158
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5147;11866;47385;11880;11866;0;6733;471921,396332
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5060;11793;47719;11793;11793;1;6733;458131,289847
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5453;12185;47943;12186;12185;0;6733;495213,196064
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5108;11841;47756;11841;11841;1;6733;456587,05145
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5248;11650;41279;11981;11650;0;6733;484185,838267
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4514;10847;34219;11248;10847;1;6734;872111,471814
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2173;8912;25943;8916;8912;0;6743;868075,656428
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;1965;8619;29590;8706;8619;0;6741;463147,476502
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;1841;8582;32819;8582;8582;0;6741;456416,436893
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;1869;8610;32899;8610;8610;0;6741;456039,185636
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;1936;8676;32945;8677;8676;0;6741;462768,066336
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;1889;8630;32802;8630;8630;0;6741;458050,770767
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;2344;8895;33804;9084;8895;0;6740;519814,853316
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;1862;8603;32658;8603;8603;0;6741;456071,259362
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;2070;8803;29127;8811;8803;0;6741;485555,484971
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1525;8101;24385;8266;8101;1;6741;914976,256177
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;3956;15657;6744;3956;1;6744;1529507,925318
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;3907;19222;6741;3907;0;6741;825277,841206
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;3798;22064;6741;3798;0;6741;849748,588589
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;3849;22092;6741;3849;0;6741;834915,831737
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;3825;22159;6741;3825;0;6741;845781,947111
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;3821;22058;6741;3821;0;6741;800074,888026
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;4385;22491;6742;4385;0;6742;801890,291954
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;3751;22086;6740;3751;0;6740;902394,632915
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;4037;19489;6741;4037;0;6741;828927,185083
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;4326;15007;6743;4326;0;6743;1621265,011879
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;10772141;0
Simulation Total Time;23918033
Total Number of Sensed Events by the WSN;261180
Number of Sensed Events by the WSN per Day
1;40625
2;40578
3;40557
4;40571
5;40561
6;20310
7;11794
8;11719
9;11918
10;2547
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37631;41538;114897;44329;41538;0;6698;1478336,66704
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69311;74935;181377;75972;74935;0;6661;855944,141206
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;102679;109300;252352;109301;109300;0;6622;792880,942115
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;140374;146960;140375;146960;146960;1;6586;798258,274734
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;179603;186254;179603;0;0;1;6651;803865,081423
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;162441;169088;162441;0;0;1;6647;823099,060203
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;123135;129736;123136;129736;129736;0;6601;817666,159868
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85415;92050;221753;92051;92050;0;6636;816692,122519
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;54673;61136;152645;61347;61136;1;6674;861544,715802
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;25521;29635;89946;32227;29635;0;6706;1540500,47096
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32219;38925;109455;38925;38925;1;6706;824560,428346
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;23833;30538;172840;30538;30538;1;6705;464139,546568
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;23790;30493;175436;30493;30493;1;6703;454803,484049
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24373;31074;213773;31074;31074;0;6701;464019,815198
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25944;32643;91398;32643;32643;1;6699;460209,943264
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;26005;32705;91330;32705;32705;1;6700;462441,854983
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;24383;31085;198870;31085;31085;0;6702;469709,611332
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24176;30881;181331;30881;30881;0;6705;457901,310267
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24251;30959;113897;30959;30959;0;6708;456142,622728
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;21887;28599;88691;28599;28599;1;6712;791274,301852
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;27877;34588;96617;34588;34588;1;6711;819772,119406
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;20737;27450;117084;27450;27450;1;6713;464142,354654
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;20960;27517;110334;27672;27517;0;6712;462303,559179
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21386;28092;111266;28098;28092;0;6712;464720,844965
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20907;27619;112760;27619;27619;1;6712;460313,364225
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;20890;27602;112816;27602;27602;1;6712;462647,910592
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;21378;28072;111325;28090;28072;0;6712;473128,603839
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;20994;27706;111265;27706;27706;1;6712;458572,254025
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;21128;27752;94982;27841;27752;0;6713;458470,899061
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;18789;25504;78810;25505;25504;0;6716;788835,854518
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23526;30242;84774;30242;30242;1;6716;819819,480849
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17569;24286;103198;24286;24286;1;6717;464051,905291
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17690;24376;98096;24406;24376;0;6716;497858,34931
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;18193;24901;98603;24909;24901;0;6716;480447,095335
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17700;24417;97638;24417;24417;0;6717;455181,006246
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;17686;24402;98083;24402;24402;1;6716;458467,143046
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;18235;24932;98684;24951;24932;1;6716;476966,958361
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17736;24453;98263;24453;24453;0;6717;457854,990353
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;18087;24628;84432;24804;24628;0;6717;465109,157838
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16734;22387;70575;23452;22387;0;6718;827202,655371
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19178;25900;72745;25900;25900;0;6722;798042,395145
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14379;21100;89345;21100;21100;1;6721;455225,115453
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14508;21229;84778;21229;21229;0;6721;456326,2756
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14962;21682;86091;21682;21682;1;6720;465424,661312
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14781;21166;85476;21501;21166;0;6720;467439,256937
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14392;21112;84668;21113;21112;0;6721;452829,840154
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;15090;21739;86036;21810;21739;1;6720;490919,248663
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14718;21202;85856;21438;21202;0;6720;467074,694803
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14834;21519;74140;21555;21519;0;6721;470062,292305
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13543;20265;62079;20266;20265;0;6723;819016,653187
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;14999;21584;61197;21726;21584;0;6727;804962,034777
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11204;17930;65899;17930;17930;1;6726;449267,330563
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11252;17976;71939;17977;17976;0;6725;454439,13435
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11728;18452;73186;18452;18452;1;6724;466316,947428
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11682;18264;73330;18406;18264;1;6724;500894,794137
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11518;17930;72881;18241;17930;1;6723;470041,945459
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11861;18534;73735;18585;18534;1;6724;510490,870511
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11572;18180;73393;18296;18180;0;6724;481818,324443
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11687;18392;63371;18412;18392;0;6725;478552,064361
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10608;17072;52875;17334;17072;0;6726;899961,456388
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;10845;17367;49899;17577;17367;0;6732;817666,724683
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8303;14708;54630;15032;14708;0;6729;458855,680264
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8429;14691;60005;15157;14691;0;6728;478200,308521
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8392;15121;60669;15121;15121;1;6729;463884,737704
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8407;15135;60458;15136;15135;0;6729;481983,70561
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8308;15036;60184;15037;15036;0;6729;463642,74969
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8660;15388;60877;15388;15388;1;6728;536146,205082
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8398;15060;60830;15126;15060;1;6728;509771,586439
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8453;15182;59680;15182;15182;1;6729;475725,712386
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7467;14197;43610;14197;14197;1;6730;851869,963844
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6551;13141;38314;13288;13141;1;6737;853405,28417
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5067;11702;43342;11800;11702;0;6733;475646,609287
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5171;11875;47558;11904;11875;1;6733;499239,956844
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5192;11924;47628;11924;11924;1;6732;465084,682224
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5166;11894;47731;11899;11894;0;6733;482506,565898
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5143;11779;47433;11876;11779;0;6733;471499,019938
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5396;12128;48124;12129;12128;0;6733;497839,289158
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5231;11964;48002;11964;11964;1;6733;495718,117938
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5211;11945;41984;11945;11945;0;6734;474332,229602
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4359;11094;34146;11094;11094;0;6735;850774,784022
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2194;8936;25885;8937;8936;0;6743;833619,457542
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;1887;8628;29577;8628;8628;0;6741;470300,012391
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;1936;8677;33131;8677;8677;0;6741;481765,517028
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;1963;8704;32777;8704;8704;0;6741;457854,370302
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;2211;8795;33487;8951;8795;0;6740;500690,523325
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;1979;8607;33600;8719;8607;0;6740;491611,50521
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;2244;8896;33960;8984;8896;0;6740;508689,898305
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;2062;8802;33668;8802;8802;0;6740;496266,598642
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;1954;8695;29030;8695;8695;0;6741;474453,649188
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1514;8005;23941;8255;8005;0;6741;907080,039306
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;3969;15677;6744;3969;0;6744;1490921,006135
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;3815;19718;6740;3815;0;6740;912783,901492
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;3896;22157;6741;3896;0;6741;874429,523946
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;3859;22186;6740;3859;0;6740;897675,170149
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;4165;22432;6741;4165;1;6741;875186,393715
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;4010;22201;6741;4010;0;6741;878826,854917
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;4310;22466;6741;4310;0;6741;904610,330823
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;4125;22284;6741;4125;1;6741;881999,330183
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3895;19234;6741;3895;0;6741;831653,354149
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;4152;14996;6743;4152;1;6743;1619978,287773
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;11233427;0
Simulation Total Time;23901533
Total Number of Sensed Events by the WSN;260432
Number of Sensed Events by the WSN per Day
1;40610
2;40502
3;40471
4;40665
5;40403
6;19564
7;11772
8;11838
9;11898
10;2709
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37241;41326;114403;43939;41326;1;6698;1599300,833241
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69218;75830;182326;75880;75830;0;6662;873802,860648
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;103709;110276;253719;110330;110276;0;6621;863747,367095
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;140715;147300;140715;147301;147300;0;6586;850295,494675
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;179788;186439;179789;0;0;0;6651;938544,403707
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;161685;168332;161686;0;0;1;6647;814339,168624
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;122340;128941;122341;128942;128941;0;6602;785746,626659
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85253;91662;220813;91889;91662;0;6636;789159,378167
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;54785;61112;152494;61459;61112;0;6674;795537,695863
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;25663;29511;90300;32369;29511;1;6706;1540077,827185
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;31817;38523;108786;38523;38523;1;6706;801108,546369
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;23965;30670;172718;30670;30670;1;6705;464830,838381
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;23885;30588;199010;30588;30588;1;6703;460462,927937
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;23739;30439;237849;30439;30439;1;6700;466134,703726
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;25788;32488;90707;32488;32488;1;6700;457233,575704
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;26044;32744;90884;32744;32744;1;6700;459828,005613
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;23977;30678;196729;30679;30678;0;6702;455592,136507
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;24054;30759;159262;30759;30759;0;6705;452257,623451
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24387;31094;148948;31094;31094;1;6707;467296,146657
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22129;28840;86280;28841;28840;0;6712;796385,963844
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;27465;34176;96074;34177;34176;0;6712;798105,132738
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21014;27727;102808;27727;27727;0;6713;464714,613008
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;20858;27570;109296;27571;27570;0;6713;451426,263607
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;20759;27472;109509;27472;27472;0;6713;450719,175336
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20811;27523;111646;27524;27523;0;6713;449867,112121
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;21005;27717;112562;27717;27717;1;6712;457997,523088
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;21141;27702;110737;27853;27702;0;6712;458306,210458
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;20961;27558;110533;27673;27558;0;6712;455091,966846
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;21176;27889;110255;27889;27889;1;6713;466898,187881
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;20102;25628;80347;26816;25628;0;6714;826931,671543
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23854;29833;85025;30570;29833;0;6716;817451,983116
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17966;24472;92140;24681;24472;0;6715;486963,576899
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17785;24277;97357;24501;24277;0;6716;458505,111466
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;17607;24220;97322;24324;24220;0;6717;452843,892717
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17953;24315;97687;24668;24315;0;6715;511495,270043
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;17725;24441;98537;24441;24441;1;6716;457822,314604
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;18166;24668;98461;24882;24668;0;6716;470300,153732
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17860;24457;98336;24576;24457;0;6716;459424,391147
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17955;24672;97587;24672;24672;1;6717;466960,645788
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;17011;23617;72090;23729;23617;1;6718;859236,010877
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19628;26167;74105;26349;26167;0;6721;856191,970322
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14806;21527;90638;21527;21527;1;6721;468637,362427
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14623;21231;85567;21343;21231;1;6720;477826,724604
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14624;21007;85202;21344;21007;1;6720;474887,875617
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14678;21398;85461;21398;21398;0;6720;483984,061752
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14550;21270;85619;21270;21270;1;6720;454215,423077
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14908;21591;85947;21628;21591;0;6720;478989,692209
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14660;21380;85758;21380;21380;1;6720;460691,81999
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14672;21393;84827;21393;21393;1;6721;467191,98306
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13880;20602;62558;20602;20602;1;6722;842965,866125
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15282;22008;62222;22008;22008;1;6726;843626,365806
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11540;18265;76753;18265;18265;1;6725;469161,178949
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11470;18194;72181;18195;18194;0;6725;456208,037118
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11413;18137;72644;18137;18137;0;6724;492962,58032
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11454;18178;72588;18179;18178;0;6725;456692,246863
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11427;18151;72246;18152;18151;0;6725;451942,103154
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11726;18415;73187;18450;18415;0;6724;497866,986373
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11436;18160;72708;18161;18160;0;6725;458852,064303
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11447;18173;62246;18173;18173;0;6726;456738,358944
