Simulation Total Time;29049071
Total Number of Sensed Events by the WSN;259965
Number of Sensed Events by the WSN per Day
19;3140
20;3263
21;3272
22;3296
23;3235
24;3233
25;3204
26;3215
27;3221
28;3216
29;3287
30;3276
31;3279
32;3188
33;3300
34;3260
35;3178
36;3287
37;3202
38;3247
39;3220
40;3295
41;3262
42;3211
43;3313
44;3253
45;3294
46;3244
47;3269
48;3260
49;3310
50;3308
51;3285
52;3285
53;3211
54;3259
55;3233
56;3225
57;3229
58;3229
59;3270
60;3250
61;3239
62;3200
63;3285
64;3217
65;3251
66;2422
67;1529
68;1067
69;1005
70;958
71;949
72;914
73;991
74;960
75;931
76;964
77;942
78;975
79;960
80;941
81;950
82;959
83;923
84;962
85;944
86;941
87;931
88;976
89;937
90;931
91;963
92;937
93;1029
94;996
95;933
96;1027
97;969
98;959
99;939
100;950
101;951
102;951
103;980
104;982
105;970
106;992
107;999
108;940
109;979
110;953
111;987
112;975
113;955
114;929
115;618
116;305
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;38045;41900;115435;44742;41900;1;6697;18789029,007529
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;69502;75816;182833;76163;75816;0;6661;10449569,149347
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;103889;109636;253568;110509;109636;0;6620;10090410,32476
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;140356;146942;140356;146942;146942;0;6586;9873938,093629
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;179667;186318;179667;0;0;1;6651;10021792,966003
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;162390;169037;162390;0;0;0;6647;9992652,662338
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;123514;129993;123514;130114;129993;0;6600;10027680,683602
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;86273;92749;223052;92907;92749;1;6634;10562993,554208
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;55634;62307;154349;62307;62307;0;6673;10338570,270228
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26351;30295;91762;33056;30295;0;6705;18864675,133719
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32567;39272;110055;39272;39272;1;6705;10215763,598427
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;23719;30424;173684;30424;30424;1;6705;5867030,707314
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;24108;30810;199481;30810;30810;1;6702;5829162,186793
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24019;30720;211788;30720;30720;0;6701;5659117,913118
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;26025;32725;90774;32725;32725;0;6700;5746401,711313
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;25697;32397;90866;32397;32397;1;6700;5748524,91378
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;24063;30765;199747;30765;30765;0;6702;5763758,998408
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;23926;30630;159831;30631;30630;0;6705;5714436,86239
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;24441;31148;150249;31148;31148;1;6707;5880788,009382
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22744;29454;87663;29455;29454;0;6711;10035789,748104
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;28179;34889;97308;34889;34889;1;6710;11205437,885941
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;20726;27439;113695;27439;27439;0;6713;5680557,648046
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;21116;27828;110619;27828;27828;1;6712;5829387,314318
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;21091;27735;110661;27803;27735;0;6712;5696239,698056
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;20945;27657;112361;27657;27657;1;6712;5644982,517512
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;20664;27376;111997;27376;27376;1;6712;5748166,55679
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;21037;27749;110276;27749;27749;1;6712;5764538,691121
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;20928;27423;110717;27639;27423;0;6711;6029523,027574
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;21143;27856;110314;27856;27856;1;6713;5880521,615194
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;20171;26347;81075;26884;26347;1;6713;11159376,755139
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23881;30596;85381;30597;30596;0;6716;10215907,620759
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17539;24256;89993;24256;24256;0;6717;5630235,796544
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17851;24567;98130;24567;24567;1;6716;5829128,552607
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;17967;24634;98235;24683;24634;0;6716;5719774,451764
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17741;24457;97855;24457;24457;1;6716;5637351,679296
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;17477;24194;96872;24194;24194;0;6717;5603554,761684
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;17780;24496;97640;24496;24496;1;6716;5694198,212052
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17765;24481;98138;24481;24481;1;6716;5752015,667018
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17926;24643;97547;24643;24643;1;6717;5880605,302919
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;17046;23764;72165;23764;23764;1;6718;10469203,440616
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19619;26236;74023;26340;26236;1;6721;10328726,945905
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14725;21053;78915;21445;21053;0;6720;5753195,178183
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14643;21363;85751;21363;21363;1;6720;5829516,468364
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14820;21487;85691;21540;21487;1;6720;5926496,026652
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14601;21321;85218;21321;21321;1;6720;6011715,349397
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14395;21023;84700;21115;21023;0;6720;5759479,499254
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14496;21216;84983;21216;21216;1;6720;5640250,643368
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14640;21360;85254;21360;21360;1;6720;5752574,80014
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14725;21446;84880;21446;21446;1;6721;5789026,280141
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13916;20638;62666;20638;20638;0;6722;10468902,337072
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15364;21981;62362;22090;21981;0;6726;10634232,439323
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11467;18175;67234;18192;18175;0;6725;5764143,438322
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11475;18199;72912;18199;18199;1;6724;6070602,527225
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11600;18324;72863;18324;18324;1;6724;6142685,215063
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11381;18105;72243;18106;18105;0;6725;5637011,885313
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11244;17968;71989;17969;17968;0;6725;5647514,594073
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11287;18012;71766;18012;18012;0;6725;5631041,565788
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11387;18111;72573;18111;18111;1;6724;5750290,978839
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11514;18239;72086;18239;18239;1;6725;5789224,916642
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10732;17457;53256;17458;17457;0;6726;10473118,340291
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node60;0;11228;17830;50736;17959;17830;0;6731;10985481,82697
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node61;0;8341;14983;55355;15070;14983;0;6729;5828511,601163
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node62;0;8304;15032;60126;15033;15032;0;6729;5830091,874789
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node63;0;8289;15017;60001;15018;15017;0;6729;5744416,01742
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node64;0;8226;14862;59420;14955;14862;0;6729;5677098,479023
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node65;0;8506;14756;59862;15234;14756;0;6728;5866196,761606
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node66;0;8267;14806;59806;14995;14806;0;6728;5741490,508292
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node67;0;8233;14962;59735;14962;14962;0;6729;5749493,946546
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node68;0;8342;15071;59504;15071;15071;1;6729;5789536,988195
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node69;0;7733;14379;43794;14463;14379;1;6730;10683496,879298
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node70;0;6999;13576;39194;13735;13576;1;6736;11425062,547211
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node71;0;5169;11798;43702;11902;11798;0;6733;5951160,067402
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node72;0;5142;11839;47428;11875;11839;0;6733;5914021,570227
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node73;0;5097;11719;47318;11830;11719;0;6733;5796726,381502
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node74;0;5156;11585;47435;11888;11585;1;6732;5951602,073585
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node75;0;5415;11943;47852;12147;11943;0;6732;6262664,006348
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node76;0;5092;11789;47132;11825;11789;0;6733;5767345,753656
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node77;0;5290;11619;47381;12022;11619;0;6732;6067590,436174
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node78;0;5107;11840;47123;11840;11840;1;6733;5789938,242014
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node79;0;4650;11265;34531;11384;11265;1;6734;10992485,392454
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node80;0;2625;9333;27003;9367;9333;0;6742;11529247,088183
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node81;0;2118;8749;30470;8858;8749;0;6740;6139885,421954
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node82;0;2017;8679;33475;8757;8679;0;6740;6120892,716428
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node83;0;1986;8641;33211;8726;8641;0;6740;5991083,426485
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node84;0;2042;8673;33493;8782;8673;0;6740;6120892,937982
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node85;0;2182;8905;33874;8922;8905;1;6740;6286129,064025
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node86;0;1951;8632;33182;8691;8632;1;6740;5887346,963202
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node87;0;2186;8754;33497;8926;8754;0;6740;6367444,973811
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node88;0;1905;8646;28573;8646;8646;0;6741;5790490,968303
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node89;0;1599;8228;24298;8340;8228;1;6741;11282190,9041
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node90;0;0;4410;16108;6744;4410;0;6744;18235489,906921
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node91;0;0;4133;19515;6741;4133;0;6741;10160836,102381
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node92;0;0;4029;22239;6741;4029;0;6741;10530892,261209
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node93;0;0;3980;22208;6741;3980;1;6741;10292104,711869
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node94;0;0;4070;22264;6741;4070;0;6741;10696764,773492
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node95;0;0;4254;22403;6741;4254;1;6741;10895219,383375
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node96;0;0;4017;22173;6740;4017;0;6740;11202476,983918
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node97;0;0;4138;22406;6741;4138;1;6741;11069941,536509
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node98;0;0;3902;19366;6740;3902;1;6740;10530978,056041
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node99;0;0;4268;15080;6743;4268;0;6743;19193921,866407
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1002165;0
Simulation Total Time;32137691
Total Number of Sensed Events by the WSN;261578
Number of Sensed Events by the WSN per Day
1;3221
2;3208
3;3288
4;3260
5;3229
6;3238
7;3207
8;3266
9;3263
10;3223
11;3233
12;3286
13;3210
14;3245
15;3226
16;3252
17;3220
18;3302
19;3269
20;3220
21;3225
22;3274
23;3248
24;3219
25;3203
26;3233
27;3196
28;3284
29;3306
30;3230
31;3263
32;3307
33;3219
34;3192
35;3285
36;3240
37;3235
38;3280
39;3240
40;3273
41;3250
42;3280
43;3271
44;3244
45;3254
46;3255
47;3286
48;3228
49;3241
50;3206
51;3253
52;3241
53;3247
54;3223
55;3227
56;3243
57;3258
58;3221
59;3188
60;3206
61;3249
62;3194
63;3263
64;3246
65;3206
66;2761
67;1294
68;922
69;968
70;932
71;962
72;966
73;953
74;956
75;922
76;932
77;972
78;923
79;974
80;959
81;957
82;951
83;989
84;995
85;976
86;987
87;1000
88;908
89;1014
90;917
91;900
92;983
93;935
94;937
95;969
96;902
97;927
98;969
99;919
100;994
101;914
102;957
103;958
104;923
105;975
106;1002
107;950
108;931
109;962
110;940
111;956
112;908
113;915
114;942
115;928
116;854
117;225
118;15
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;37997;42082;115952;44694;42082;1;6697;19569316,927703
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;70049;76227;183571;76709;76227;0;6660;11151703,849528
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;104187;110473;254649;110807;110473;0;6620;10180509,60344
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;141174;147599;141175;147759;147599;0;6585;10085514,905327
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;180302;186953;180302;0;0;0;6651;10057058,738347
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;161559;168206;161559;0;0;1;6647;10128475,589531
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;122166;128767;122167;128767;128767;1;6601;10047553,35924
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;85144;91779;220599;91780;91779;0;6636;10011708,791453
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;54618;61281;152310;61292;61281;0;6674;10014854,701152
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;26169;29867;90504;32874;29867;0;6705;19412766,669644
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;32538;39243;110306;39243;39243;1;6705;10257837,501348
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;23977;30682;135843;30682;30682;0;6705;5672807,06098
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;23960;30663;176565;30663;30663;0;6703;5735720,600044
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;24002;30702;238794;30702;30702;1;6700;5827609,326536
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;26003;32703;90878;32703;32703;0;6700;5709826,153967
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;26093;32792;90909;32792;32792;1;6699;5741808,944788
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node16;0;23685;30387;219571;30387;30387;1;6702;5714829,094444
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node17;0;23869;30574;180168;30574;30574;0;6705;5734913,59749
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node18;0;23956;30663;148607;30663;30663;1;6707;5687267,05093
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node19;0;22502;29212;89658;29212;29212;1;6710;10125197,438891
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node20;0;28220;34930;97629;34930;34930;1;6710;10225297,318791
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node21;0;21086;27693;102741;27798;27693;0;6712;5706512,818061
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node22;0;20985;27676;110661;27697;27676;0;6712;5753610,314268
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node23;0;20957;27669;110606;27669;27669;1;6712;5756906,991902
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node24;0;21085;27670;112751;27797;27670;0;6712;5751301,950168
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node25;0;21107;27819;112627;27819;27819;1;6712;5740983,585479
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node26;0;20726;27438;109796;27438;27438;0;6712;5878603,819571
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node27;0;20626;27338;109654;27338;27338;1;6712;5736343,775666
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node28;0;20816;27529;94107;27529;27529;0;6713;5743142,296447
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node29;0;19406;26121;79661;26121;26121;1;6715;10056150,231082
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node30;0;23872;30588;85788;30588;30588;0;6716;10223986,555133
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node31;0;17908;24621;91152;24625;24621;0;6717;5709395,186379
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node32;0;17951;24536;98211;24667;24536;0;6716;5838961,605
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node33;0;17694;24410;98162;24410;24410;1;6716;5757533,113167
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node34;0;17915;24569;98262;24631;24569;0;6716;5773226,634832
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node35;0;17884;24600;98108;24600;24600;1;6716;5741136,295026
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node36;0;17535;24251;97114;24252;24251;0;6717;5715037,261867
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node37;0;17396;24113;96202;24113;24113;0;6717;5627094,050215
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node38;0;17614;24331;83019;24332;24331;0;6718;5664211,219254
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node39;0;16248;22966;70290;22967;22966;0;6719;10019690,197198
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node40;0;19618;26234;74142;26339;26234;1;6721;10368133,524376
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node41;0;14857;21447;79688;21577;21447;0;6720;5818356,097589
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node42;0;14793;21479;85739;21513;21479;1;6720;5878854,206725
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node43;0;14474;21195;84361;21195;21195;0;6721;5659012,631076
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node44;0;14909;21455;85551;21629;21455;1;6720;6027349,722194
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node45;0;14686;21406;85645;21406;21406;1;6720;5741136,35628
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node46;0;14568;21029;85138;21288;21029;0;6720;5799947,070516
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node47;0;14747;20817;84941;21466;20817;1;6719;5969165,676548
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node48;0;14592;21079;72890;21313;21079;0;6721;5737842,528878
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node49;0;13456;19837;61359;20178;19837;0;6722;10455028,598332
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node50;0;15377;21977;62450;22103;21977;0;6726;10708984,852455
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node51;0;11623;18348;67352;18348;18348;0;6725;5753875,534214
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node52;0;11642;18300;73452;18366;18300;1;6724;6023711,207042
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node53;0;11715;17873;73082;18437;17873;1;6722;6473464,421099
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node54;0;11595;18319;73322;18319;18319;1;6724;5904053,606273
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node55;0;11404;18128;72671;18128;18128;1;6724;5741721,32789
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node56;0;11325;18049;72528;18049;18049;1;6724;5796187,398241
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node57;0;11503;18227;72713;18227;18227;1;6724;5824181,031927
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node58;0;11444;18109;62755;18169;18109;1;6725;5876424,191846
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node59;0;10353;17079;52328;17079;17079;1;6726;10180006,106879
